F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_44_372.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_44_372.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_44_372.jpg, 0, 0, 0, 7.770828E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_44_482.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_44_482.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_44_482.jpg, 0, 0, 0, 7.789879E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_44_584.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_44_584.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_44_584.jpg, 0, 0, 0, 8.55488E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_44_686.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_44_686.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_44_686.jpg, 0, 0, 0, 7.78306E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_44_787.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_44_787.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_44_787.jpg, 0, 0, 0, 7.882853E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_44_888.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_44_888.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_44_888.jpg, 0, 0, 0, 8.153349E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_44_989.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_44_989.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_44_989.jpg, 0, 0, 0, 7.825075E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_45_100.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_45_100.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_45_100.jpg, 0, 0, 0, 7.939345E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_45_201.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_45_201.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_45_201.jpg, 0, 0, 0, 7.814711E-05
F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\center_2018_12_30_00_02_45_303.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\left_2018_12_30_00_02_45_303.jpg, F:\My Docs\USC Docs\MOOCs\Self Driving Car\Behavioural Cloning\Data\IMG\right_2018_12_30_00_02_45_303.jpg, 0, 0.06973536, 0, 0.04067919
